matrix_subject1v2,frequency_matrix_verb,subject_form_CC_subject1v4,length_CC_remainder,that_omission,matrix_subject1v4,genre,position_matrix_verb,frequency_CC_subject_head,subject_form_CC_subject1v2,uid_idoc,subject_form_CC_subject1v3,length_matrix_verb_to_CC,word_form_similarity,length_CC_onset,matrix_subject1v3
0,-8.246523712680325,1,0,0,1,0,5,-9.316562628904379,0,-0.0426439866423606,0,-3,0,12,0
0,-8.767058150573277,1,0,0,1,0,32,-6.573453486692192,0,0.0119250472935884,0,-3,0,0,0
0,-8.767058150573277,1,0,0,1,0,21,-9.23543708409201,0,0.0751703735741823,0,-3,0,2,0
0,-8.767058150573277,1,0,0,0,1,1,-10.178045124283539,0,0.0906665059737861,0,-6,0,0,1
0,-8.767058150573277,1,0,0,0,1,1,-8.688893377723941,0,0.0111545301042497,0,-4,0,0,1
0,-6.324357695868357,1,0,0,1,1,36,-11.181347233147324,0,-0.1098902243819982,0,-4,0,0,0
0,-7.623405136480864,1,0,0,1,0,5,-5.3795035453149085,0,0.1253054645213335,0,-3,0,2,0
0,-9.772580016175375,1,0,0,0,1,1,-11.014293148484159,0,0.0884568020701408,0,-11,0,0,1
0,-8.609429206369693,1,0,0,0,1,3,-8.588809919166959,0,0.019002748683378,0,-9,0,0,1
0,-6.195253047967186,1,0,0,1,0,5,-8.348133889091107,0,0.0379154831171035,0,-8,0,0,0
0,-9.222533679256102,1,0,0,1,1,12,-12.480630217277586,0,0.0009843101724982,0,-7,0,0,0
0,-9.07943283561543,1,0,0,1,1,20,-11.094335856157695,0,0.1015605898874848,0,-13,0,0,0
0,-10.940185176330436,1,0,0,1,1,1,-10.488200052587379,0,-0.0742366258054971,0,-3,0,3,0
0,-7.829849520037441,1,0,0,1,0,30,-5.3795035453149085,0,0.0045947320759296,0,-3,0,3,0
0,-9.89036305183176,1,0,0,1,1,14,-9.795052872027433,0,0.0018052998930215,0,-9,0,0,0
0,-8.767058150573277,1,0,0,1,1,53,-8.87876214015328,0,0.1746807196177542,0,-5,0,0,0
0,-8.767058150573277,1,0,0,1,0,7,-12.88609532538575,0,-0.0081436764448881,0,-8,0,0,0
0,-8.954269692661423,1,0,0,1,1,18,-6.855410065124486,0,-0.1484722010791301,0,-3,0,1,0
0,-10.283405639941366,1,0,0,0,1,1,-9.436107779554161,0,-0.0336297936737537,0,-5,0,0,1
0,-6.256071788002225,0,0,0,1,0,10,-5.3795035453149085,0,-0.0368501432240009,1,-4,0,1,0
0,-9.468368641772383,0,0,0,1,0,3,-7.762131345982491,0,0.0269842743873596,1,-3,0,1,0
0,-6.855410065124486,0,0,1,1,1,3,-9.014894314477859,0,0.0883138254284858,1,-1,0,1,0
0,-6.794785443308052,0,0,0,1,1,15,-6.60476359492065,0,0.1576912421432287,0,-18,0,1,0
0,-9.667219500517549,1,0,0,1,1,18,-7.508504777943205,0,0.0761029105934351,0,-5,0,0,0
0,-6.748368271299515,1,0,0,1,0,27,-11.969804593511594,0,-0.0747083369642496,0,-7,0,0,0
0,-9.627998787364268,1,0,0,1,0,8,-8.609429206369693,0,0.0943186432123184,0,-4,0,0,0
0,-7.829849520037441,1,0,1,1,1,2,-10.178045124283539,0,0.1798604605719447,0,-1,0,1,0
0,-6.549269594239308,1,0,1,1,1,22,-11.78748303671764,0,0.088239112868905,0,-1,0,1,0
0,-6.549269594239308,1,0,1,1,0,13,-9.729094904235636,0,0.1020545847713947,0,7,0,0,0
0,-6.794785443308052,1,0,1,1,0,12,-5.810286461407363,0,-0.1195961925831586,0,-1,0,2,0
1,-6.195253047967186,0,0,1,0,1,1,-6.2064961395413665,0,-0.014908954501152,1,-1,0,1,0
0,-6.195253047967186,1,0,0,1,1,3,-8.623415448344433,0,-0.0071088597178459,0,-5,0,0,0
0,-8.516647472918727,0,0,1,0,0,1,-6.8422755479438395,0,0.1009600982069969,1,-1,0,1,0
0,-6.794785443308052,1,0,0,1,1,3,-10.283405639941366,0,0.0507367476820945,0,-4,0,0,0
0,-6.195253047967186,1,0,1,1,0,15,-7.45455911505149,0,0.1668687369975298,0,-1,0,0,0
0,-9.94165634621931,1,0,0,1,0,8,-7.829849520037441,0,-0.2855474520173818,0,-9,0,0,0
0,-6.195253047967186,0,0,1,1,1,6,-5.3795035453149085,0,0.1144671887159347,1,-1,0,1,0
0,-9.553890815210545,1,0,0,1,0,10,-5.3795035453149085,0,0.0055574476718902,0,-3,0,1,0
0,-9.553890815210545,1,0,0,1,0,14,-10.052881981329532,0,0.12588781863451,0,-6,0,0,0
0,-8.251366337156114,1,0,1,1,1,3,-5.3795035453149085,0,-0.0419762488153726,0,-1,0,4,0
0,-6.794785443308052,1,0,0,0,1,3,-9.184793351273257,0,0.0111717134714126,0,-17,0,0,0
0,-7.146302413206516,1,0,0,0,0,3,-11.633332356890381,0,0.0820321440696716,0,-6,0,0,1
0,-6.195253047967186,1,0,1,0,1,3,-6.926379476592348,0,0.0266417525708675,0,-1,0,0,0
0,-6.195253047967186,0,0,1,1,0,2,-6.801595912310578,0,0.1555694714188575,1,-1,0,1,0
0,-6.195253047967186,1,0,0,0,1,16,-5.810286461407363,0,-0.0283639132976531,0,-4,0,2,1
0,-6.256071788002225,1,0,1,1,1,2,-7.437205100358338,0,0.1796660330447405,0,3,0,0,0
0,-8.10697183227422,1,0,1,1,1,4,-9.330747263896336,0,0.0,0,-1,0,1,0
0,-8.041908238927158,1,0,0,0,0,22,-7.146302413206516,0,0.0487923603805749,0,-4,0,0,1
0,-9.275177412741526,1,0,0,1,1,12,-10.40118867559775,0,0.2248326670378446,0,-3,0,0,0
0,-6.549269594239308,1,0,1,1,0,6,-8.194747443156606,0,0.0120185781270265,0,-1,0,2,0
0,-6.256071788002225,1,0,0,0,1,4,-8.616397875685788,0,-0.1243882030248642,0,-4,0,0,1
0,-8.285937681221203,1,0,1,0,1,1,-7.437205100358338,0,-0.0257703158703596,0,-1,0,0,1
0,-8.251366337156114,1,0,1,1,1,13,-11.499800964265859,0,-0.1038807034492492,0,-1,0,0,0
0,-9.59025845938142,1,0,0,1,1,4,-8.964121989104436,0,-0.0556666725315153,0,-3,0,3,0
0,-8.285937681221203,0,0,0,0,0,2,-8.261122512101478,0,0.0674530789256095,1,-3,0,1,1
0,-7.437205100358338,1,0,0,0,1,1,-11.276657412951648,0,0.0648645925966054,0,-4,0,0,1
0,-9.94165634621931,1,0,0,0,0,3,-11.499800964265859,0,-0.1111966855823993,0,-4,0,0,1
0,-6.195253047967186,0,0,1,0,0,22,-6.60476359492065,0,0.0822383594068735,1,-1,0,1,0
1,-6.195253047967186,1,0,1,0,1,14,-12.88609532538575,0,5.5879354476928724e-08,0,-1,0,0,0
0,-7.146302413206516,1,0,0,0,0,19,-6.433258038231307,0,-0.1549602318254263,0,-4,0,0,0
0,-8.285937681221203,0,0,1,1,1,0,-5.3795035453149085,0,0.029635414481163,1,-1,0,1,0
0,-6.256071788002225,1,0,0,0,1,1,-6.73549255693947,0,0.0204962706193327,0,-5,0,0,1
0,-8.10697183227422,0,0,1,1,0,23,-10.082734944479215,0,-0.0295666586607694,1,-1,0,1,0
0,-6.256071788002225,1,0,0,1,0,0,-7.524803159676324,0,-0.0087204091250896,0,-4,0,0,0
0,-6.549269594239308,1,0,1,1,1,1,-8.090304779789008,0,-0.0135826524347066,0,-1,0,2,0
0,-6.549269594239308,1,0,0,0,1,32,-5.3795035453149085,0,0.0286616366356611,0,-3,0,2,0
0,-6.256071788002225,1,0,0,1,0,1,-6.73549255693947,0,0.049254281476423,0,-10,0,0,0
0,-6.549269594239308,1,0,1,1,0,13,-11.633332356890381,0,0.0771157014814168,0,-1,0,15,0
0,-6.549269594239308,1,0,0,0,1,15,-11.969804593511594,0,0.0147306993603706,0,-5,0,0,0
0,-6.549269594239308,1,0,0,0,0,3,-12.88609532538575,0,-0.0200420315377414,0,-6,0,0,0
0,-6.256071788002225,1,0,1,1,0,11,-11.276657412951648,0,0.0020956210792064,0,-1,0,0,0
0,-6.324357695868357,1,0,0,1,0,21,-9.261754392409385,0,-0.1335897287353873,0,-5,0,0,0
0,-6.195253047967186,0,0,1,1,0,3,-7.62599917165791,1,-0.0855130199042112,0,-1,0,1,0
0,-6.794785443308052,1,0,1,0,1,2,-8.58203023218158,0,-0.0652312561869621,0,-1,0,1,0
0,-6.195253047967186,0,0,1,1,1,3,-10.634803526779255,0,0.0111547783017158,0,-1,0,1,0
0,-6.195253047967186,1,0,0,1,1,3,-6.2064961395413665,0,-0.0689717605710029,0,-3,0,11,0
0,-7.146302413206516,1,0,0,1,1,5,-10.283405639941366,0,-0.0244139898869245,0,-4,0,0,0
0,-9.468368641772383,0,0,0,0,1,1,-9.995723567489584,0,-0.0558088794350624,0,-3,0,2,0
0,-8.473297032045114,1,0,0,1,0,5,-7.98082054694732,0,0.0829420704394579,0,-3,0,2,0
0,-6.256071788002225,0,0,0,0,1,1,-6.751613271442842,0,0.0835753996226041,1,-3,0,1,1
0,-6.794785443308052,0,0,0,0,0,1,-10.40118867559775,0,0.148880049586296,1,-3,0,1,1
0,-6.549269594239308,1,0,1,1,0,4,-7.768101512968994,0,0.0396298496052622,0,-1,0,2,0
0,-8.516647472918727,0,0,1,0,1,8,-8.609429206369693,0,0.0771606750786304,1,-1,0,1,0
0,-10.940185176330436,1,0,0,0,0,6,-9.7506011094566,0,0.0678019281476736,0,-3,0,0,0
0,-6.794785443308052,0,0,1,0,0,2,-6.801595912310578,0,0.1418864485177248,0,-1,0,1,0
0,-6.855410065124486,1,0,0,0,0,31,-10.940185176330436,0,0.0942967301535456,0,-6,0,0,0
0,-6.324357695868357,1,0,0,1,0,14,-7.768101512968994,0,-0.0846105990931391,0,-7,0,0,0
0,-9.275177412741526,1,0,0,0,0,12,-12.88609532538575,0,-0.0561412498354911,0,-4,0,0,0
0,-6.549269594239308,1,0,1,1,0,14,-5.975344537423814,0,-0.059853121638298,0,-1,0,7,0
0,-6.549269594239308,1,0,1,1,1,2,-11.969804593511594,0,-0.019906117580831,0,-1,0,7,0
0,-9.222533679256102,0,0,1,1,0,14,-5.810286461407363,0,-0.0233445540070533,1,-1,0,1,0
0,-6.195253047967186,1,0,1,0,1,1,-6.73549255693947,0,-0.0163544612005352,0,-1,0,3,1
0,-9.136591249455378,1,0,0,0,0,7,-10.634803526779255,0,-0.1197512112557888,0,-6,0,0,0
