matrix_subject1v2,frequency_matrix_verb,subject_form_CC_subject1v4,uid_biggestStep,length_CC_remainder,that_omission,matrix_subject1v4,genre,position_matrix_verb,frequency_CC_subject_head,subject_form_CC_subject1v2,subject_form_CC_subject1v3,length_matrix_verb_to_CC,word_form_similarity,length_CC_onset,matrix_subject1v3
0,-6.195253047967186,0,0.033998504281044,0,1,0,0,1,-8.27593759788662,0,0,-1,0,1,1
0,-6.195253047967186,1,0.0365799069404602,0,1,0,1,2,-11.499800964265859,0,0,-1,0,0,0
0,-6.195253047967186,0,-0.0547016058117151,0,1,0,0,2,-6.203360357730682,0,0,-1,0,1,1
0,-6.195253047967186,1,0.0205330848693847,0,1,0,1,33,-5.810286461407363,0,0,-1,0,2,0
0,-6.195253047967186,1,0.040208488702774,0,1,0,0,2,-12.192948144825804,0,0,-1,0,0,0
0,-8.473297032045114,0,0.0330752357840538,0,1,0,0,1,-5.975344537423814,1,0,-1,0,1,0
0,-6.794785443308052,1,-0.1356348842382431,0,1,0,0,1,-9.94165634621931,0,0,-1,0,0,0
0,-6.794785443308052,0,0.0166340172290802,0,1,0,0,5,-6.748368271299515,0,1,-1,0,1,0
0,-9.275177412741526,0,0.1408623531460762,0,1,1,1,4,-9.275177412741526,0,1,-1,0,1,0
0,-8.10697183227422,0,0.0,0,1,1,1,6,-11.014293148484159,0,1,-1,0,1,0
0,-6.549269594239308,1,0.0,0,0,0,1,15,-12.480630217277586,0,0,-5,0,0,1
0,-8.944513517716059,1,0.2321336269378662,0,0,0,1,1,-12.480630217277586,0,0,-12,0,0,0
0,-6.256071788002225,0,-0.0039902776479721,0,1,0,1,7,-6.60476359492065,0,0,-1,0,1,0
0,-8.041908238927158,1,0.0532348155975341,0,1,0,0,4,-5.810286461407363,0,0,-1,0,5,0
0,-8.251366337156114,1,-0.1079640202224254,0,1,0,0,1,-5.3795035453149085,0,0,-1,0,3,0
0,-8.246523712680325,1,0.0,0,1,1,0,11,-8.090304779789008,0,0,-1,0,0,0
0,-9.07943283561543,0,0.0030497144907712,0,1,1,1,6,-11.276657412951648,0,1,-1,0,1,0
0,-8.10697183227422,0,0.0007547289133071,0,1,1,1,5,-8.232134975228226,0,0,-1,0,1,0
0,-6.256071788002225,1,-0.0056124180555343,0,0,1,1,8,-12.88609532538575,0,0,-4,0,0,0
0,-6.256071788002225,0,-0.003702662885189,0,0,1,1,14,-8.251366337156114,0,0,-3,0,1,0
0,-6.256071788002225,0,-0.0019804090261459,0,0,1,1,27,-8.280925139397658,0,0,-3,0,1,0
0,-7.623405136480864,1,0.0,0,0,1,0,28,-9.288783064797304,0,0,-5,0,0,0
0,-6.195253047967186,0,-0.0170432329177856,0,1,1,1,5,-8.595635884237359,0,1,-1,0,1,0
0,-6.195253047967186,1,0.0008032508194446,0,1,1,0,9,-9.113334387291111,0,0,-1,0,4,0
0,-6.195253047967186,1,-0.0074455440044403,0,0,1,0,1,-10.68887074804953,0,0,-8,0,0,0
0,-9.627998787364268,1,-0.001439481973648,0,0,1,0,4,-8.588809919166959,0,0,-14,0,0,0
0,-9.004531527442312,1,0.0,0,0,1,0,2,-11.499800964265859,0,0,-4,0,0,0
0,-9.968324593301471,1,0.095788300037384,0,0,1,1,2,-10.746029161889478,0,0,-20,0,0,0
0,-9.841572887662327,1,0.0,0,0,1,0,6,-5.810286461407363,0,0,-3,0,1,0
0,-8.65198882078849,1,0.0415278375148773,0,0,1,1,9,-10.40118867559775,0,0,-3,0,0,0
0,-9.729094904235636,0,0.0,0,0,0,0,1,-5.3795035453149085,0,1,-3,0,1,1
0,-6.256071788002225,1,-0.0098481997847557,0,1,0,0,1,-7.344831780227323,0,0,-1,0,3,1
0,-9.772580016175375,1,0.0,0,0,1,0,9,-10.534720068222272,0,0,-5,0,0,0
0,-11.014293148484159,1,0.3229556381702423,0,0,1,0,6,-12.88609532538575,0,0,-3,0,0,0
0,-8.041908238927158,1,0.0216376241296529,0,1,1,1,4,-9.113334387291111,0,0,-1,0,3,0
0,-8.27593759788662,1,-0.133389089256525,0,0,0,1,1,-5.3795035453149085,0,0,-3,0,2,0
0,-6.2064961395413665,1,-0.0349047370254993,0,1,0,1,1,-9.667219500517549,0,0,-1,0,0,1
0,-6.256071788002225,0,-0.0008525252342224,0,1,1,0,2,-5.3795035453149085,0,0,-1,0,1,0
0,-6.195253047967186,1,0.0,0,1,1,0,17,-11.382017928609475,0,0,-1,0,0,0
0,-6.195253047967186,1,0.0,0,1,1,0,15,-11.382017928609475,0,0,-1,0,0,0
0,-6.195253047967186,0,-0.063327208161354,0,1,0,0,1,-8.431748029132242,0,1,-1,0,1,1
0,-6.195253047967186,1,0.0,0,1,1,0,19,-11.382017928609475,0,0,-1,0,0,0
0,-6.195253047967186,1,0.0,0,1,0,1,11,-5.810286461407363,0,0,-1,0,7,1
0,-6.195253047967186,1,0.0273212641477584,0,0,1,1,13,-6.549269594239308,0,0,-4,0,0,0
0,-8.767058150573277,1,-0.0059056133031845,0,1,1,0,4,-10.360366681077494,0,0,5,1,0,0
0,-8.86971230463336,0,-0.0046163946390151,0,0,1,0,33,-5.3795035453149085,0,1,-3,0,1,0
0,-8.791750763163648,1,-0.0538457967340946,0,0,1,1,1,-12.192948144825804,0,0,-3,0,0,0
0,-9.841572887662327,1,-0.158410582691431,0,0,1,1,1,-6.433258038231307,0,0,-3,0,5,0
0,-6.324357695868357,1,-0.0009086728096008,0,0,1,1,5,-8.467254717589151,0,0,-10,0,0,0
0,-9.772580016175375,1,-0.1568204574286937,0,0,1,1,6,-8.984122655811104,0,0,-3,0,2,0
0,-8.041908238927158,1,0.0,0,0,1,0,10,-6.433258038231307,0,0,-4,0,0,0
0,-8.954269692661423,1,0.0981162786483764,0,0,1,1,9,-6.748368271299515,0,0,-3,0,5,0
0,-9.07943283561543,1,0.0,0,0,1,1,10,-7.437205100358338,0,0,-23,0,0,0
0,-8.86971230463336,1,0.0,0,0,1,1,36,-6.433258038231307,0,0,-4,0,0,0
0,-6.794785443308052,1,0.0,0,0,1,0,30,-8.232134975228226,0,0,-3,0,2,0
0,-9.07943283561543,1,0.0,0,0,1,1,17,-8.87876214015328,0,0,-4,0,0,0
0,-8.767058150573277,1,0.0053434446454048,0,0,1,1,15,-5.3795035453149085,0,0,-3,0,2,0
0,-5.3795035453149085,1,-0.0006100889295339,0,1,1,1,29,-12.88609532538575,0,0,-1,0,4,0
0,-10.023894444456282,1,0.0766217485070228,0,0,0,1,4,-8.3752358188689,0,0,-3,0,7,1
0,-8.767058150573277,1,-0.0721667520701885,0,0,1,0,14,-9.865670439241386,0,0,-40,0,0,0
0,-6.324357695868357,1,-0.1782489437609911,0,0,0,0,8,-8.87876214015328,0,0,-21,0,0,1
0,-6.324357695868357,1,-0.1406736262142658,0,0,0,0,8,-8.227384372469627,0,0,-3,0,2,1
0,-6.855410065124486,1,0.018073134124279,0,0,0,0,35,-12.480630217277586,0,0,-5,0,0,1
0,-6.324357695868357,1,0.0731320679187774,0,0,0,1,1,-12.88609532538575,0,0,-6,0,0,1
0,-9.374549886554728,1,-0.0305128693580627,0,0,0,1,1,-11.014293148484159,0,0,-3,0,2,1
0,-8.954269692661423,1,-0.031803548336029,0,0,0,1,26,-12.480630217277586,0,0,-5,0,0,1
0,-10.871192304843484,1,0.0,0,0,1,1,28,-5.810286461407363,0,0,-3,0,2,0
0,-6.324357695868357,1,0.0011340156197547,0,0,1,0,2,-9.288783064797304,0,0,-2,0,0,0
0,-6.855410065124486,1,-0.0872865878045558,0,0,0,0,7,-8.467254717589151,0,0,-3,0,7,1
0,-8.609429206369693,1,0.0277392715215683,0,0,0,1,1,-10.634803526779255,0,0,-16,0,0,1
0,-6.855410065124486,1,-0.0124433413147926,0,0,1,0,11,-9.468368641772383,0,0,-3,0,1,0
0,-8.041908238927158,1,0.1312358081340789,0,0,1,1,13,-8.727212242026077,0,0,-6,0,0,0
0,-6.195253047967186,1,0.0,0,0,0,0,5,-6.195253047967186,0,0,-8,0,0,1
0,-9.865670439241386,1,0.0,0,0,1,1,17,-7.744431768883089,0,0,-3,0,3,0
0,-7.829849520037441,1,0.0,0,0,1,0,21,-11.969804593511594,0,0,-4,0,0,0
0,-8.673967727507264,1,0.0,0,0,1,1,6,-10.360366681077494,0,0,-6,0,0,0
0,-6.748368271299515,1,0.0,0,0,1,1,19,-11.78748303671764,0,0,-11,0,0,0
0,-7.623405136480864,1,0.0033937618136405,0,0,0,0,19,-12.88609532538575,0,0,-4,0,0,1
0,-6.324357695868357,1,0.0361548364162445,0,0,1,1,2,-8.727212242026077,0,0,-11,0,0,0
0,-10.023894444456282,1,-0.1418921053409576,0,0,0,1,3,-10.806653783705913,0,0,-3,0,0,1
0,-6.324357695868357,1,0.01060451567173,0,0,1,1,2,-9.302576386929639,0,0,-4,0,0,0
0,-8.767058150573277,1,-0.0039441436529159,0,0,1,1,7,-8.758960940340657,0,0,-3,0,2,0
0,-8.246523712680325,1,-0.001835610717535,0,0,1,0,5,-9.316562628904379,0,0,-3,0,12,0
0,-8.767058150573277,1,0.0,0,0,1,0,32,-6.573453486692192,0,0,-3,0,0,0
0,-8.767058150573277,1,0.0,0,0,1,0,21,-9.23543708409201,0,0,-3,0,2,0
0,-8.767058150573277,1,-0.0504726767539978,0,0,0,1,1,-10.178045124283539,0,0,-6,0,0,1
0,-8.767058150573277,1,0.0150707960128784,0,0,0,1,1,-8.688893377723941,0,0,-4,0,0,1
0,-6.324357695868357,1,0.0240253433585166,0,0,1,1,36,-11.181347233147324,0,0,-4,0,0,0
0,-7.623405136480864,1,0.0222116857767105,0,0,1,0,5,-5.3795035453149085,0,0,-3,0,2,0
0,-9.772580016175375,1,-0.0034969449043273,0,0,0,1,1,-11.014293148484159,0,0,-11,0,0,1
0,-8.609429206369693,1,-0.0003634579479694,0,0,0,1,3,-8.588809919166959,0,0,-9,0,0,1
0,-6.195253047967186,1,-0.0082848668098449,0,0,1,0,5,-8.348133889091107,0,0,-8,0,0,0
0,-9.222533679256102,1,0.0,0,0,1,1,12,-12.480630217277586,0,0,-7,0,0,0
0,-9.07943283561543,1,0.0,0,0,1,1,20,-11.094335856157695,0,0,-13,0,0,0
0,-10.940185176330436,1,0.041206419467926,0,0,1,1,1,-10.488200052587379,0,0,-3,0,3,0
0,-7.829849520037441,1,-0.0029267221689224,0,0,1,0,30,-5.3795035453149085,0,0,-3,0,3,0
0,-9.89036305183176,1,0.0006848201155662,0,0,1,1,14,-9.795052872027433,0,0,-9,0,0,0
0,-8.767058150573277,1,0.0,0,0,1,1,53,-8.87876214015328,0,0,-5,0,0,0
0,-8.767058150573277,1,-0.019673153758049,0,0,1,0,7,-12.88609532538575,0,0,-8,0,0,0
0,-8.954269692661423,1,0.0112615376710891,0,0,1,1,18,-6.855410065124486,0,0,-3,0,1,0
0,-10.283405639941366,1,-0.0077859163284301,0,0,0,1,1,-9.436107779554161,0,0,-5,0,0,1
0,-6.256071788002225,0,0.0,0,0,1,0,10,-5.3795035453149085,0,1,-4,0,1,0
0,-9.468368641772383,0,-0.0112191885709762,0,0,1,0,3,-7.762131345982491,0,1,-3,0,1,0
0,-6.855410065124486,0,-0.00559713691473,0,1,1,1,3,-9.014894314477859,0,1,-1,0,1,0
0,-6.794785443308052,0,0.0033727325499057,0,0,1,1,15,-6.60476359492065,0,0,-18,0,1,0
0,-9.667219500517549,1,0.0052025765180587,0,0,1,1,18,-7.508504777943205,0,0,-5,0,0,0
0,-6.748368271299515,1,0.0,0,0,1,0,27,-11.969804593511594,0,0,-7,0,0,0
0,-9.627998787364268,1,0.0,0,0,1,0,8,-8.609429206369693,0,0,-4,0,0,0
0,-7.829849520037441,1,-0.0137752294540405,0,1,1,1,2,-10.178045124283539,0,0,-1,0,1,0
0,-6.549269594239308,1,-0.0176814794540405,0,1,1,1,22,-11.78748303671764,0,0,-1,0,1,0
0,-6.549269594239308,1,0.0,0,1,1,0,13,-9.729094904235636,0,0,7,0,0,0
0,-6.794785443308052,1,0.0,0,1,1,0,12,-5.810286461407363,0,0,-1,0,2,0
1,-6.195253047967186,0,0.0161643028259277,0,1,0,1,1,-6.2064961395413665,0,1,-1,0,1,0
0,-6.195253047967186,1,-0.005836471915245,0,0,1,1,3,-8.623415448344433,0,0,-5,0,0,0
0,-8.516647472918727,0,-0.1304101943969726,0,1,0,0,1,-6.8422755479438395,0,1,-1,0,1,0
0,-6.794785443308052,1,-0.066365823149681,0,0,1,1,3,-10.283405639941366,0,0,-4,0,0,0
0,-6.195253047967186,1,0.0,0,1,1,0,15,-7.45455911505149,0,0,-1,0,0,0
0,-9.94165634621931,1,0.0282899886369705,0,0,1,0,8,-7.829849520037441,0,0,-9,0,0,0
0,-6.195253047967186,0,0.0,0,1,1,1,6,-5.3795035453149085,0,1,-1,0,1,0
0,-9.553890815210545,1,0.0,0,0,1,0,10,-5.3795035453149085,0,0,-3,0,1,0
0,-9.553890815210545,1,0.0,0,0,1,0,14,-10.052881981329532,0,0,-6,0,0,0
0,-8.251366337156114,1,-0.0133709609508514,0,1,1,1,3,-5.3795035453149085,0,0,-1,0,4,0
0,-6.794785443308052,1,-0.0316628143191337,0,0,0,1,3,-9.184793351273257,0,0,-17,0,0,0
0,-7.146302413206516,1,0.1738058999180793,0,0,0,0,3,-11.633332356890381,0,0,-6,0,0,1
0,-6.195253047967186,1,0.0460256710648536,0,1,0,1,3,-6.926379476592348,0,0,-1,0,0,0
0,-6.195253047967186,0,0.0335807129740715,0,1,1,0,2,-6.801595912310578,0,1,-1,0,1,0
0,-6.195253047967186,1,0.061379637569189,0,0,0,1,16,-5.810286461407363,0,0,-4,0,2,1
0,-6.256071788002225,1,-0.0172449052333831,0,1,1,1,2,-7.437205100358338,0,0,3,0,0,0
0,-8.10697183227422,1,1.1920928955078125e-07,0,1,1,1,4,-9.330747263896336,0,0,-1,0,1,0
0,-8.041908238927158,1,0.0038289725780487,0,0,0,0,22,-7.146302413206516,0,0,-4,0,0,1
0,-9.275177412741526,1,0.0,0,0,1,1,12,-10.40118867559775,0,0,-3,0,0,0
0,-6.549269594239308,1,0.0114710330963134,0,1,1,0,6,-8.194747443156606,0,0,-1,0,2,0
0,-6.256071788002225,1,-0.0699933767318725,0,0,0,1,4,-8.616397875685788,0,0,-4,0,0,1
0,-8.285937681221203,1,-0.0241385996341705,0,1,0,1,1,-7.437205100358338,0,0,-1,0,0,1
0,-8.251366337156114,1,0.0,0,1,1,1,13,-11.499800964265859,0,0,-1,0,0,0
0,-9.59025845938142,1,-0.0856780596077442,0,0,1,1,4,-8.964121989104436,0,0,-3,0,3,0
0,-8.285937681221203,0,-0.0173938423395156,0,0,0,0,2,-8.261122512101478,0,1,-3,0,1,1
0,-7.437205100358338,1,0.1263735666871071,0,0,0,1,1,-11.276657412951648,0,0,-4,0,0,1
0,-9.94165634621931,1,-0.0673847496509552,0,0,0,0,3,-11.499800964265859,0,0,-4,0,0,1
0,-6.195253047967186,0,0.0112967640161514,0,1,0,0,22,-6.60476359492065,0,1,-1,0,1,0
1,-6.195253047967186,1,0.0,0,1,0,1,14,-12.88609532538575,0,0,-1,0,0,0
0,-7.146302413206516,1,0.0291378200054168,0,0,0,0,19,-6.433258038231307,0,0,-4,0,0,0
0,-8.285937681221203,0,0.0684012100100517,0,1,1,1,0,-5.3795035453149085,0,1,-1,0,1,0
0,-6.256071788002225,1,-0.0047374963760375,0,0,0,1,1,-6.73549255693947,0,0,-5,0,0,1
0,-8.10697183227422,0,0.0,0,1,1,0,23,-10.082734944479215,0,1,-1,0,1,0
0,-6.256071788002225,1,-0.0222880542278289,0,0,1,0,0,-7.524803159676324,0,0,-4,0,0,0
0,-6.549269594239308,1,0.0189240276813507,0,1,1,1,1,-8.090304779789008,0,0,-1,0,2,0
0,-6.549269594239308,1,0.0,0,0,0,1,32,-5.3795035453149085,0,0,-3,0,2,0
0,-6.256071788002225,1,0.0152307450771331,0,0,1,0,1,-6.73549255693947,0,0,-10,0,0,0
0,-6.549269594239308,1,0.0444199070334434,0,1,1,0,13,-11.633332356890381,0,0,-1,0,15,0
0,-6.549269594239308,1,0.0,0,0,0,1,15,-11.969804593511594,0,0,-5,0,0,0
0,-6.549269594239308,1,0.0086235404014587,0,0,0,0,3,-12.88609532538575,0,0,-6,0,0,0
0,-6.256071788002225,1,0.0,0,1,1,0,11,-11.276657412951648,0,0,-1,0,0,0
0,-6.324357695868357,1,0.0438793897628784,0,0,1,0,21,-9.261754392409385,0,0,-5,0,0,0
0,-6.195253047967186,0,0.0367495641112327,0,1,1,0,3,-7.62599917165791,1,0,-1,0,1,0
0,-6.794785443308052,1,-0.0125540196895599,0,1,0,1,2,-8.58203023218158,0,0,-1,0,1,0
0,-6.195253047967186,0,0.0,0,1,1,1,3,-10.634803526779255,0,0,-1,0,1,0
0,-6.195253047967186,1,0.0079041831195354,0,0,1,1,3,-6.2064961395413665,0,0,-3,0,11,0
0,-7.146302413206516,1,0.0,0,0,1,1,5,-10.283405639941366,0,0,-4,0,0,0
0,-9.468368641772383,0,0.0726583003997802,0,0,0,1,1,-9.995723567489584,0,0,-3,0,2,0
0,-8.473297032045114,1,0.0,0,0,1,0,5,-7.98082054694732,0,0,-3,0,2,0
0,-6.256071788002225,0,0.009601667523384,0,0,0,1,1,-6.751613271442842,0,1,-3,0,1,1
0,-6.794785443308052,0,-0.0172741264104843,0,0,0,0,1,-10.40118867559775,0,1,-3,0,1,1
0,-6.549269594239308,1,0.0,0,1,1,0,4,-7.768101512968994,0,0,-1,0,2,0
0,-8.516647472918727,0,-0.0220284312963485,0,1,0,1,8,-8.609429206369693,0,1,-1,0,1,0
0,-10.940185176330436,1,0.0094231516122818,0,0,0,0,6,-9.7506011094566,0,0,-3,0,0,0
0,-6.794785443308052,0,-0.0240834057331085,0,1,0,0,2,-6.801595912310578,0,0,-1,0,1,0
0,-6.855410065124486,1,0.034124955534935,0,0,0,0,31,-10.940185176330436,0,0,-6,0,0,0
0,-6.324357695868357,1,0.0,0,0,1,0,14,-7.768101512968994,0,0,-7,0,0,0
0,-9.275177412741526,1,0.0,0,0,0,0,12,-12.88609532538575,0,0,-4,0,0,0
0,-6.549269594239308,1,-0.0066297724843025,0,1,1,0,14,-5.975344537423814,0,0,-1,0,7,0
0,-6.549269594239308,1,-0.0156712643802166,0,1,1,1,2,-11.969804593511594,0,0,-1,0,7,0
0,-9.222533679256102,0,0.0931600257754325,0,1,1,0,14,-5.810286461407363,0,1,-1,0,1,0
0,-6.195253047967186,1,0.0015224441885948,0,1,0,1,1,-6.73549255693947,0,0,-1,0,3,1
0,-9.136591249455378,1,-0.1292444095015525,0,0,0,0,7,-10.634803526779255,0,0,-6,0,0,0
0,-8.767058150573277,1,0.0034558027982711,0,0,0,1,14,-12.192948144825804,0,0,-2,0,0,1
0,-6.549269594239308,1,0.0302845537662506,0,1,1,0,31,-6.255411939743378,0,0,-1,0,2,0
0,-7.437205100358338,0,-0.1372020840644836,0,1,0,1,2,-9.288783064797304,0,1,-1,0,1,0
0,-7.437205100358338,1,0.0134011209011077,0,1,0,1,1,-11.499800964265859,0,0,-1,0,2,0
0,-6.855410065124486,1,0.0639280788600444,0,0,0,1,1,-8.111182364810563,0,0,-3,0,3,0
0,-7.146302413206516,1,-0.022742785513401,0,0,1,0,5,-6.433258038231307,0,0,-3,0,0,0
0,-9.004531527442312,1,-0.1701541692018509,0,1,1,1,2,-12.88609532538575,0,0,-1,0,4,0
