matrix_subject,frequency_matrix_verb,word_form_similarity,frequency_CC_subject_head,subject_form_CC_subject,position_matrix_verb,length_CC_remainder,length_CC_onset,length_matrix_verb_to_CC,that,uid,genre
1,-6.149818833600338,0,-3.4125694778058655,4,23,0,2,-1,0,3.8501476017100584,0
1,-6.149818833600338,0,-6.149818833600338,1,23,0,1,-10,0,1.766441661243765,0
1,-6.149818833600338,0,-7.805912437675238,4,36,0,12,-3,1,1.766441661243765,0
1,-3.4125694778058655,0,-3.4125694778058655,1,1,0,1,-2,0,5.2390980068880655,0
1,-8.514097495599724,0,-5.181892985424519,1,17,0,1,-1,0,10,0
1,-3.4125694778058655,0,-5.181892985424519,1,33,0,1,-2,0,10,0
1,-3.4125694778058655,0,-6.742746898002876,1,33,0,1,-12,0,3.8501476017100584,0
2,-7.366214157924831,0,-7.3954845402249445,1,5,0,1,5,0,3.2188758248682006,0
2,-7.366214157924831,0,-7.366214157924831,3,5,0,1,-3,0,3.2188758248682006,0
2,-7.366214157924831,0,-6.149818833600338,3,5,0,1,-16,0,3.2188758248682006,0
1,-6.149818833600338,0,-6.149818833600338,3,33,0,1,4,0,1.766441661243765,0
2,-7.366214157924831,0,-6.149818833600338,1,5,0,1,-21,0,3.2188758248682006,0
1,-6.149818833600338,0,-4.6980515589636065,1,33,0,1,-1,0,2.3025850929940455,0
1,-6.649312891356779,0,-5.181892985424519,4,3,0,9,-1,0,2.908720896564361,0
1,-7.916260494844103,0,-6.062570067885558,1,4,0,1,4,0,10,0
4,-6.199464064089503,0,-7.158574793146586,3,11,0,1,-1,0,0.9207918647549467,0
1,-7.916260494844103,0,-3.4125694778058655,3,4,0,1,-16,0,3.8501476017100584,0
4,-3.4125694778058655,0,-6.149818833600338,1,2,0,1,-9,0,3.8501476017100584,0
1,-6.149818833600338,0,-5.181892985424519,1,18,0,1,-3,1,10,0
1,-6.149818833600338,0,-3.4125694778058655,4,18,0,3,-7,0,3.8501476017100584,0
1,-6.149818833600338,0,-3.4125694778058655,4,37,0,9,-1,0,1.766441661243765,0
4,-10.624310695946313,0,-7.127803134479833,3,4,0,1,-3,0,10,66
4,-8.609407675404048,0,-5.879378567583063,3,1,0,1,-3,1,3.6109179126442243,66
4,-8.64330922707973,0,-7.158574793146586,4,5,0,6,-3,1,0.5978370007556204,66
4,-8.609407675404048,0,-3.4125694778058655,4,4,0,17,-3,1,0.5596157879354228,66
4,-8.832551226718259,0,-3.4125694778058655,4,10,0,9,-1,0,0.9808292530117262,65
3,-12.010605057066204,0,-8.272935438782836,4,9,0,0,-4,0,10,15
4,-8.272935438782836,0,-12.010605057066204,4,14,0,0,-4,0,10,15
4,-3.4125694778058655,0,-9.612709784267834,4,8,0,5,-3,1,3.8501476017100584,20
4,-8.609407675404048,0,-3.4125694778058655,4,11,0,5,-3,1,0.5596157879354228,20
4,-3.4125694778058655,0,-3.4125694778058655,3,14,0,1,-9,0,3.8501476017100584,20
4,-10.911992768398093,0,-5.181892985424519,4,24,0,5,-1,0,0.40546510810816444,20
4,-6.999969762969948,0,-5.879378567583063,3,23,0,1,-3,1,5.7745515455444085,103
4,-6.999969762969948,0,-7.3954845402249445,4,2,0,2,-3,1,2.17742195004004,103
4,-7.3954845402249445,0,-3.4125694778058655,3,6,0,1,-3,1,2.1400661634962708,103
4,-9.708019964072157,0,-8.249404941372642,4,1,0,1,-3,1,1.2039728043259361,103
4,-6.08101591367631,0,-8.64330922707973,4,2,0,2,-3,1,5.236441962829949,103
4,-8.39968714442198,0,-8.249404941372642,3,19,0,1,-3,1,3.6109179126442243,103
4,-6.999969762969948,0,-8.249404941372642,4,2,0,4,-1,0,2.17742195004004,173
4,-8.249404941372642,0,-4.6980515589636065,3,7,0,1,-3,0,3.2188758248682006,173
4,-8.249404941372642,0,-3.4125694778058655,3,7,0,1,-9,0,3.8501476017100584,173
4,-6.08101591367631,0,-8.226415423147943,4,14,0,2,-3,1,5.236441962829949,25
4,-7.366214157924831,1,-4.6980515589636065,3,13,0,5,-3,1,5.7745515455444085,170
3,-6.649312891356779,0,-5.181892985424519,3,19,0,1,-1,0,1.0045833390198333,170
3,-6.649312891356779,0,-7.425637578395632,4,19,0,0,-6,0,1.0045833390198333,170
4,-7.425637578395632,0,-4.6980515589636065,4,26,0,0,-1,0,10,170
4,-4.6980515589636065,1,-5.181892985424519,3,28,0,1,-1,0,10,170
4,-9.612709784267834,0,-5.181892985424519,4,8,0,2,-3,1,10,170
4,-9.014872783512212,0,-11.317457876506259,4,5,0,2,-3,1,2.3025850929940455,170
4,-8.544869154266477,0,-3.4125694778058655,3,26,0,2,-4,0,3.8501476017100584,170
3,-3.4125694778058655,0,-5.879378567583063,3,20,0,1,-3,1,10,170
2,-6.149818833600338,0,-5.181892985424519,3,3,0,1,-3,1,10,170
4,-6.149818833600338,0,-5.181892985424519,3,4,0,1,-3,1,10,170
4,-3.4125694778058655,0,-3.4125694778058655,3,4,0,1,-3,1,3.8501476017100584,137
4,-3.4125694778058655,0,-3.4125694778058655,3,4,0,1,-8,1,10,137
4,-6.542544915931073,0,-3.4125694778058655,4,9,0,2,-3,1,10,137
4,-6.08101591367631,0,-3.4125694778058655,3,32,0,1,-3,1,10,137
4,-7.158574793146586,0,-3.4125694778058655,4,1,0,15,-10,0,3.8501476017100584,89
4,-10.06469490801089,0,-5.879378567583063,3,22,0,1,-3,1,10,89
4,-9.120233299170039,0,-5.879378567583063,4,2,0,2,-3,1,10,89
3,-5.879378567583063,0,-4.6980515589636065,3,7,0,1,-1,0,1.3609765531356008,31
4,-6.542544915931073,0,-8.514097495599724,4,11,0,2,-1,0,1.9416996165189697,31
4,-6.649312891356779,0,-7.820950315039778,4,1,0,1,-3,1,1.0045833390198333,31
3,-7.3954845402249445,0,-3.4125694778058655,3,19,0,1,-1,0,3.8501476017100584,26
4,-10.911992768398093,0,-4.6980515589636065,3,0,0,1,-3,1,10,130
4,-10.911992768398093,0,-3.4125694778058655,4,20,0,2,20,0,5.2390980068880655,130
4,-10.911992768398093,0,-8.226415423147943,3,20,0,1,-3,1,0.40546510810816444,130
4,-10.911992768398093,0,-9.931163515386368,4,20,0,0,-10,0,0.40546510810816444,130
4,-9.931163515386368,0,-3.4125694778058655,2,31,0,1,-3,1,3.8501476017100584,130
4,-7.747925180024889,0,-3.4125694778058655,4,14,0,2,-1,0,5.82600010738045,55
4,-7.747925180024889,0,-3.4125694778058655,3,6,0,1,-1,0,3.8501476017100584,55
4,-6.999969762969948,0,-3.4125694778058655,4,29,0,19,-3,1,3.8501476017100584,55
4,-6.149818833600338,0,-4.6980515589636065,4,13,0,5,-1,0,1.766441661243765,55
3,-4.6980515589636065,0,-5.181892985424519,4,30,0,0,3,0,10,55
4,-8.181963660577109,0,-7.127803134479833,3,15,0,1,-3,1,3.3141860046725258,55
4,-7.310124691273788,0,-3.4125694778058655,3,4,0,1,-3,1,10,55
4,-7.950162046519784,0,-8.45525699557679,3,7,0,1,7,0,10,21
4,-7.950162046519784,0,-7.257014865959839,4,7,0,0,-3,0,10,21
4,-7.257014865959839,0,-9.302554855963994,4,11,0,1,-2,0,10,21
4,-9.302554855963994,0,-7.7764985524689445,3,15,0,1,-2,0,10,21
4,-8.139404046158313,0,-7.090624131238079,3,0,0,1,-1,0,1.766441661243765,115
4,-6.08101591367631,0,-7.556257760812696,3,0,0,4,-3,1,5.236441962829949,115
4,-6.08101591367631,0,-7.556257760812696,3,4,0,1,-3,1,5.236441962829949,115
4,-7.292106185771109,0,-8.544869154266477,4,0,0,0,-1,0,3.3141860046725258,115
4,-6.08101591367631,0,-8.040313143514082,4,3,0,0,-9,0,5.236441962829949,115
4,-8.832551226718259,0,-7.8834706720211125,4,19,0,7,-3,1,0.9808292530117262,158
4,-7.967553789231654,0,-5.879378567583063,2,24,0,1,-5,1,10,158
4,-7.628578422392322,0,-7.127803134479833,4,15,0,3,-5,1,3.367295829986474,158
4,-8.752508519044722,0,-11.317457876506259,4,41,0,0,-1,0,10,158
4,-8.373018897339819,0,-6.404802990770206,4,3,0,0,-1,0,2.3025850929940455,82
4,-6.404802990770206,0,-8.297032990361895,4,5,0,0,-9,0,10,82
4,-9.931163515386368,0,-7.158574793146586,4,23,0,2,-4,1,0.9808292530117262,82
4,-7.747925180024889,0,-5.879378567583063,3,19,0,1,-2,0,10,82
4,-6.1757943200035985,0,-3.4125694778058655,4,5,0,1,5,0,5.7745515455444085,82
4,-7.628578422392322,0,-3.4125694778058655,4,10,0,3,-6,0,3.8501476017100584,82
4,-8.832551226718259,0,-3.4125694778058655,4,3,0,1,-3,1,10,94
4,-8.832551226718259,0,-3.4125694778058655,4,2,0,4,-1,0,0.9808292530117262,154
4,-8.609407675404048,0,-9.302554855963994,4,0,0,6,-3,1,0.5596157879354228,13
4,-8.514097495599724,0,-5.860002288619924,3,8,0,1,-1,0,1.8870696490323797,13
4,-8.832551226718259,0,-3.4125694778058655,3,9,0,1,-3,1,10,13
4,-9.177391713009987,0,-9.813380479729984,4,11,0,4,-1,0,1.9459101490553135,13
4,-8.514097495599724,0,-8.752508519044722,3,15,0,1,-3,1,1.8870696490323797,13
4,-8.484244532450042,0,-8.484244532450042,4,26,0,5,-3,1,3.044522437723423,104
3,-9.525698407278204,0,-3.4125694778058655,3,3,0,1,-1,0,10,104
4,-7.556257760812696,0,-9.371547727450945,3,29,0,1,-1,0,10,104
4,-7.068962634456899,0,-6.404802990770206,4,24,0,4,-1,0,4.248495242049359,104
1,-8.139404046158313,0,-6.062570067885558,1,4,0,1,-1,0,1.3862943611198906,30
1,-8.139404046158313,0,-3.4125694778058655,2,4,0,1,-9,0,3.8501476017100584,30
4,-6.649312891356779,0,-5.181892985424519,4,2,0,2,-1,0,10,30
1,-7.328473829941984,0,-7.328473829941984,4,10,0,0,3,0,1.54663701119507,30
1,-6.649312891356779,0,-7.328473829941984,3,2,0,1,-1,0,1.0045833390198333,30
1,-8.832551226718259,0,-7.950162046519784,3,1,0,1,-1,0,1.766441661243765,30
3,-5.181892985424519,0,-3.4125694778058655,3,3,0,1,-6,0,3.8501476017100584,30
3,-5.181892985424519,0,-6.415893677464364,4,3,0,1,-25,0,1.0986122886681098,30
4,-10.911992768398093,0,-6.062570067885558,4,35,0,0,-1,0,1.0986122886681098,30
4,-6.649312891356779,0,-3.4125694778058655,4,7,0,2,-1,0,10,30
1,-9.371547727450945,0,-3.4125694778058655,4,1,0,5,-1,0,5.2390980068880655,30
2,-7.3954845402249445,0,-3.4125694778058655,3,1,0,1,-1,0,1.0045833390198333,30
4,-6.649312891356779,0,-6.986724536219928,2,3,0,1,-1,0,1.0045833390198333,30
1,-3.4125694778058655,0,-7.8834706720211125,3,7,0,1,-3,1,3.8501476017100584,83
3,-6.199464064089503,0,-8.249404941372642,1,1,0,1,-1,0,0.9207918647549467,83
1,-8.249404941372642,0,-8.249404941372642,1,4,0,1,-4,0,3.2188758248682006,83
1,-8.249404941372642,0,-3.4125694778058655,1,13,0,1,-2,0,3.8501476017100584,83
3,-6.199464064089503,0,-6.1757943200035985,1,2,0,1,-1,0,0.9207918647549467,83
4,-9.238016334826423,0,-3.4125694778058655,3,7,0,1,-10,1,3.8501476017100584,83
4,-4.6980515589636065,0,-6.149818833600338,3,25,0,1,3,0,10,83
1,-6.199464064089503,0,-3.4125694778058655,4,33,0,2,-1,0,0.9207918647549467,83
4,-3.4125694778058655,0,-6.149818833600338,3,37,0,1,-3,0,3.8501476017100584,83
1,-6.199464064089503,0,-5.879378567583063,1,1,0,1,-1,0,10,83
1,-8.203942567295885,0,-6.062570067885558,2,1,0,1,-1,0,2.1972245773362196,83
1,-6.649312891356779,0,-6.649312891356779,1,5,0,1,5,0,1.0045833390198333,83
1,-6.649312891356779,0,-7.068962634456899,3,5,0,1,-1,0,1.0045833390198333,83
4,-9.120233299170039,0,-9.931163515386368,4,4,0,0,-3,0,0.6359887667199967,34
4,-6.199464064089503,0,-8.39968714442198,4,10,0,1,10,0,0.9207918647549467,34
4,-10.624310695946313,0,-5.181892985424519,3,12,0,1,12,0,10,34
3,-6.199464064089503,0,-6.742746898002876,3,7,0,1,7,0,0.9207918647549467,34
3,-12.010605057066204,0,-5.181892985424519,3,11,0,1,11,0,10,80
4,-8.226415423147943,0,-9.525698407278204,3,6,0,2,-3,1,10,80
4,-6.199464064089503,0,-3.4125694778058655,3,23,0,1,-1,0,3.8501476017100584,80
4,-6.1757943200035985,0,-9.931163515386368,4,2,0,1,-2,0,5.7745515455444085,80
4,-9.931163515386368,0,-7.190323491461167,3,6,0,1,-4,1,10,80
2,-6.649312891356779,0,-6.415893677464364,2,13,0,1,-1,0,5.308267697401205,80
3,-6.1757943200035985,0,-6.199464064089503,3,1,0,1,-4,0,5.7745515455444085,80
3,-6.199464064089503,0,-6.415893677464364,3,7,0,1,-1,0,10,80
1,-6.149818833600338,0,-6.742746898002876,1,7,0,1,-1,0,1.766441661243765,136
1,-8.181963660577109,0,-3.4125694778058655,4,4,0,5,-1,0,0.9382696385929302,136
1,-7.967553789231654,0,-4.6980515589636065,4,1,0,3,-1,0,2.4336133554004498,136
4,-8.609407675404048,0,-10.06469490801089,3,6,0,1,-1,0,0.5596157879354228,99
3,-8.297032990361895,0,-8.347043410936557,4,2,0,0,-2,0,10,99
4,-6.149818833600338,0,-3.4125694778058655,1,8,0,1,-3,1,3.8501476017100584,99
4,-6.149818833600338,0,-6.149818833600338,4,8,0,0,-5,0,1.766441661243765,99
4,-6.149818833600338,0,-7.967553789231654,1,14,0,1,-3,1,1.766441661243765,99
1,-7.967553789231654,0,-4.6980515589636065,4,17,0,0,-4,0,2.4336133554004498,99
4,-6.149818833600338,0,-6.149818833600338,4,14,0,0,-11,0,1.766441661243765,99
4,-6.149818833600338,0,-8.139404046158313,1,27,0,1,-3,1,1.766441661243765,99
4,-6.199464064089503,0,-6.742746898002876,3,21,0,1,21,0,0.9207918647549467,59
4,-8.040313143514082,0,-3.4125694778058655,4,3,0,16,-2,0,2.871679624884012,59
4,-3.4125694778058655,0,-8.040313143514082,4,7,0,3,-17,0,3.8501476017100584,59
4,-6.199464064089503,0,-7.425637578395632,4,9,0,4,-2,0,0.9207918647549467,59
4,-10.218845587838148,0,-5.181892985424519,4,13,0,1,-3,1,10,59
4,-6.199464064089503,0,-8.45525699557679,3,5,0,1,-1,0,0.9207918647549467,46
4,-6.199464064089503,0,-3.4125694778058655,1,30,0,1,30,0,1.54663701119507,46
1,-3.4125694778058655,0,-3.4125694778058655,2,2,0,1,-7,1,10,46
4,-10.911992768398093,0,-3.4125694778058655,2,11,0,1,-4,1,3.8501476017100584,46
4,-7.328473829941984,0,-5.879378567583063,4,5,0,2,-3,0,4.976733742420574,46
3,-6.199464064089503,0,-6.404802990770206,3,9,0,1,9,0,0.9207918647549467,46
3,-6.199464064089503,0,-9.445655699604668,4,9,0,0,-1,0,0.9207918647549467,46
4,-6.199464064089503,0,-9.066166077899764,4,9,0,4,-1,0,0.9207918647549467,46
4,-6.199464064089503,0,-4.6980515589636065,4,1,0,5,-3,1,10,46
4,-6.199464064089503,0,-3.4125694778058655,4,28,0,2,28,0,10,46
4,-9.931163515386368,0,-4.6980515589636065,4,22,0,23,-4,1,5.308267697401205,171
4,-9.931163515386368,0,-7.158574793146586,3,22,0,2,-32,1,5.308267697401205,171
4,-9.445655699604668,0,-5.879378567583063,4,4,0,11,-3,1,10,171
4,-3.4125694778058655,0,-3.4125694778058655,4,5,0,1,-3,1,3.8501476017100584,27
4,-8.514097495599724,0,-5.879378567583063,3,9,0,23,-3,1,10,27
3,-9.445655699604668,0,-4.6980515589636065,3,1,0,1,-3,1,1.466337068793427,27
3,-4.6980515589636065,0,-3.4125694778058655,4,13,0,2,-6,0,10,27
3,-6.149818833600338,0,-6.7324903978356865,4,1,0,3,-1,0,1.766441661243765,27
4,-10.06469490801089,0,-3.4125694778058655,4,9,0,2,-3,1,10,92
4,-10.218845587838148,0,-6.415893677464364,4,6,0,2,-3,1,10,128
4,-8.181963660577109,0,-8.272935438782836,4,4,0,3,-1,0,0.9382696385929302,128
4,-8.752508519044722,0,-6.415893677464364,4,1,0,9,-1,0,4.382026634673881,128
1,-8.249404941372642,0,-4.6980515589636065,4,1,0,2,-3,1,3.2188758248682006,151
1,-8.249404941372642,0,-7.5446969384116205,2,1,0,1,-13,0,3.2188758248682006,151
1,-6.149818833600338,0,-5.181892985424519,4,1,0,1,-1,0,10,151
1,-6.149818833600338,0,-5.879378567583063,1,1,0,1,-8,0,10,151
4,-3.4125694778058655,0,-3.4125694778058655,3,22,0,1,-7,0,3.8501476017100584,151
4,-6.1757943200035985,0,-3.4125694778058655,4,8,0,0,-7,0,3.8501476017100584,151
3,-6.08101591367631,0,-3.4125694778058655,3,1,0,1,-23,0,10,151
1,-3.4125694778058655,0,-9.708019964072157,1,2,0,1,-3,1,3.8501476017100584,151
3,-6.986724536219928,0,-7.366214157924831,1,17,0,1,-3,0,4.976733742420574,151
1,-7.366214157924831,0,-3.4125694778058655,1,23,0,1,-6,0,3.8501476017100584,151
1,-6.649312891356779,0,-6.415893677464364,1,1,0,1,-1,0,2.1400661634962708,150
4,-6.149818833600338,0,-4.6980515589636065,1,2,0,1,-1,0,1.766441661243765,150
4,-6.149818833600338,0,-8.249404941372642,1,2,0,1,-6,0,1.766441661243765,150
1,-8.249404941372642,0,-3.4125694778058655,4,10,0,3,-5,0,10,150
3,-6.199464064089503,0,-8.098582051638058,3,1,0,1,-1,0,0.9207918647549467,150
3,-8.098582051638058,0,-8.249404941372642,4,3,0,0,-3,0,2.70805020110221,150
3,-4.6980515589636065,0,-6.199464064089503,3,3,0,1,-8,0,10,150
3,-6.199464064089503,0,-5.181892985424519,3,14,0,1,-1,0,10,150
1,-7.510795386735939,0,-6.199464064089503,3,2,0,1,-6,0,10,150
3,-6.199464064089503,0,-3.4125694778058655,4,11,0,7,-1,0,0.9207918647549467,150
1,-3.4125694778058655,0,-5.181892985424519,3,1,0,1,-3,1,10,150
4,-8.832551226718259,0,-4.6980515589636065,3,33,0,1,-3,1,0.9808292530117262,91
4,-3.4125694778058655,0,-6.404802990770206,4,0,0,5,-3,1,3.8501476017100584,91
4,-8.609407675404048,0,-5.181892985424519,3,1,0,1,-3,1,3.349904087274605,71
4,-8.609407675404048,0,-6.542544915931073,4,1,0,0,-20,0,0.5596157879354228,71
4,-8.576617852581057,0,-8.226415423147943,2,13,0,1,-3,1,0.9490805546971459,71
4,-10.218845587838148,0,-7.158574793146586,4,25,0,11,-3,1,0.6931471805599453,58
3,-7.366214157924831,0,-7.158574793146586,4,15,0,1,-1,0,3.2188758248682006,58
4,-6.08101591367631,0,-8.347043410936557,4,31,0,10,-3,1,5.236441962829949,58
4,-7.5679538005758875,0,-4.6980515589636065,3,2,0,1,-1,0,2.496741107435003,14
3,-4.6980515589636065,0,-3.4125694778058655,4,6,0,2,-24,0,3.8501476017100584,14
4,-6.649312891356779,0,-8.544869154266477,1,4,0,1,-1,0,1.0045833390198333,40
3,-6.649312891356779,0,-8.544869154266477,1,1,0,1,-1,0,1.0045833390198333,40
1,-6.149818833600338,0,-10.624310695946313,1,28,0,1,-1,0,1.766441661243765,40
4,-6.742746898002876,0,-3.4125694778058655,1,3,0,1,-6,0,10,40
1,-3.4125694778058655,0,-7.5446969384116205,4,12,0,0,-2,0,3.8501476017100584,40
3,-6.062570067885558,0,-3.4125694778058655,1,3,0,1,-2,0,5.2390980068880655,40
1,-3.4125694778058655,0,-5.879378567583063,1,8,0,1,-2,0,3.791736839553644,40
3,-6.062570067885558,0,-8.544869154266477,4,2,0,0,-1,0,5.2390980068880655,40
1,-6.649312891356779,0,-5.181892985424519,4,1,0,1,-1,0,10,40
2,-6.149818833600338,0,-5.181892985424519,1,1,0,1,-2,0,1.766441661243765,40
4,-7.328473829941984,0,-3.4125694778058655,4,9,0,1,-2,0,10,40
4,-7.328473829941984,0,-3.4125694778058655,3,16,0,1,-4,1,5.2390980068880655,40
1,-6.649312891356779,0,-6.415893677464364,1,1,0,1,-1,0,10,40
1,-6.149818833600338,0,-3.4125694778058655,3,1,0,1,-1,0,1.766441661243765,40
3,-6.199464064089503,0,-9.238016334826423,3,1,0,1,-1,0,0.9207918647549467,40
3,-9.238016334826423,0,-3.4125694778058655,2,5,0,1,-1,0,3.8501476017100584,40
2,-6.149818833600338,0,-6.649312891356779,1,1,0,1,-4,0,1.766441661243765,148
1,-6.649312891356779,0,-5.181892985424519,2,7,0,1,-3,1,1.0045833390198333,148
1,-6.649312891356779,0,-6.404802990770206,2,7,0,1,-1,0,1.0045833390198333,148
1,-6.649312891356779,0,-5.879378567583063,1,1,0,1,-1,0,10,148
2,-3.4125694778058655,0,-7.328473829941984,3,23,0,1,-7,1,3.8501476017100584,164
2,-7.328473829941984,0,-3.4125694778058655,4,30,0,8,-2,0,3.8501476017100584,164
2,-3.4125694778058655,0,-4.6980515589636065,4,47,0,5,-3,1,3.8501476017100584,164
1,-6.149818833600338,0,-12.010605057066204,2,20,0,1,-1,0,1.766441661243765,164
1,-8.752508519044722,0,-6.415893677464364,4,1,0,2,-1,0,10,164
1,-8.752508519044722,0,-6.415893677464364,3,1,0,1,-1,0,3.891820298110627,164
1,-8.347043410936557,0,-3.4125694778058655,1,5,0,1,-7,0,3.8501476017100584,164
1,-3.4125694778058655,0,-6.415893677464364,3,14,0,1,-3,1,10,164
3,-9.708019964072157,0,-8.347043410936557,3,1,0,1,-12,0,10,120
1,-6.649312891356779,0,-7.3954845402249445,4,3,0,2,-1,0,1.0045833390198333,120
1,-6.649312891356779,0,-3.4125694778058655,4,3,0,4,-27,0,3.8501476017100584,120
4,-8.203942567295885,1,-7.5679538005758875,4,3,0,2,-3,1,2.1972245773362196,120
4,-7.5679538005758875,0,-8.297032990361895,4,7,0,0,-18,0,2.496741107435003,120
4,-6.199464064089503,0,-3.4125694778058655,3,6,0,1,6,0,0.9207918647549467,120
1,-6.542544915931073,0,-3.4125694778058655,4,4,0,4,-3,1,10,120
1,-6.542544915931073,0,-4.6980515589636065,4,4,0,2,-10,0,1.9416996165189697,120
4,-10.401167144632103,0,-9.302554855963994,4,12,0,0,-1,0,1.6094379124341003,120
4,-9.302554855963994,0,-3.4125694778058655,3,15,0,1,-3,1,3.8501476017100584,120
1,-6.649312891356779,0,-8.966082619342782,1,1,0,1,-1,0,1.0045833390198333,120
1,-8.347043410936557,0,-12.010605057066204,3,1,0,1,-3,1,1.3609765531356008,85
4,-6.199464064089503,0,-6.415893677464364,3,14,0,1,-2,0,5.7745515455444085,165
3,-5.860002288619924,0,-3.4125694778058655,1,8,0,1,-3,0,10,165
1,-3.4125694778058655,0,-7.5446969384116205,4,14,0,0,-2,0,3.8501476017100584,165
4,-3.4125694778058655,0,-8.347043410936557,4,7,0,2,-5,1,3.8501476017100584,166
4,-8.347043410936557,0,-7.616155902393765,4,13,0,2,-3,0,3.367295829986474,166
4,-7.616155902393765,0,-8.544869154266477,4,18,0,1,-5,0,10,166
4,-8.544869154266477,0,-3.4125694778058655,4,40,0,7,-16,0,10,166
4,-7.328473829941984,0,-7.733938938050149,4,3,0,3,-6,1,1.54663701119507,166
4,-7.733938938050149,0,-3.4125694778058655,2,21,0,1,-8,0,0.6931471805599453,166
4,-10.218845587838148,0,-6.149818833600338,4,32,0,3,-6,1,0.6931471805599453,166
4,-6.149818833600338,0,-8.791729232198003,4,40,0,0,-2,0,1.766441661243765,166
4,-8.678400546891,0,-6.3304324480491365,3,2,0,1,-1,0,3.332204510175204,166
4,-8.678400546891,0,-9.014872783512212,3,2,0,1,-9,0,3.332204510175204,166
3,-9.014872783512212,0,-12.010605057066204,3,15,0,1,-6,0,10,166
4,-6.702337359664999,0,-3.4125694778058655,4,18,0,1,-3,0,3.8501476017100584,166
4,-6.199464064089503,0,-7.090624131238079,3,12,0,1,-4,1,10,166
4,-9.302554855963994,0,-3.4125694778058655,4,12,0,1,-1,0,5.7745515455444085,110
4,-6.199464064089503,0,-9.931163515386368,4,2,0,2,-1,0,0.9207918647549467,110
4,-6.199464064089503,0,-7.190323491461167,4,2,0,1,-1,0,10,110
3,-6.199464064089503,0,-10.401167144632103,1,45,0,1,45,0,0.9207918647549467,110
1,-10.401167144632103,0,-5.879378567583063,3,2,0,1,-1,0,5.82600010738045,110
1,-10.401167144632103,0,-4.6980515589636065,3,2,0,1,-10,0,3.3141860046725258,110
4,-10.624310695946313,0,-7.090624131238079,4,26,0,2,-12,1,10,110
4,-6.199464064089503,0,-8.226415423147943,4,2,0,5,-1,0,0.9207918647549467,110
4,-8.040313143514082,0,-6.3304324480491365,4,2,0,5,-3,1,0.6190392084062235,110
4,-6.199464064089503,0,-3.4125694778058655,4,2,0,1,-1,0,2.871679624884012,110
3,-6.199464064089503,0,-3.4125694778058655,4,1,0,1,-1,0,10,110
4,-6.199464064089503,0,-5.181892985424519,3,70,0,1,70,0,5.7745515455444085,110
4,-9.708019964072157,0,-7.090624131238079,4,7,0,2,-3,1,10,110
4,-6.199464064089503,0,-3.4125694778058655,3,2,0,1,-1,0,10,110
3,-6.199464064089503,0,-10.218845587838148,3,30,0,1,30,0,0.9207918647549467,110
4,-6.199464064089503,0,-3.4125694778058655,3,9,0,1,-1,0,4.976733742420574,110
4,-6.199464064089503,0,-4.6980515589636065,3,57,0,1,57,0,5.7745515455444085,110
3,-6.149818833600338,0,-8.714768191061875,4,25,0,0,-9,0,1.766441661243765,110
4,-6.08101591367631,1,-5.181892985424519,4,12,0,2,-31,1,5.7745515455444085,110
1,-10.624310695946313,0,-5.879378567583063,1,6,0,1,-3,1,5.82600010738045,97
3,-7.061845166688036,0,-7.061845166688036,4,18,0,2,10,0,3.791736839553644,97
4,-9.445655699604668,0,-7.061845166688036,2,6,0,1,-3,1,1.466337068793427,97
4,-9.445655699604668,0,-5.879378567583063,3,20,0,1,-3,1,10,97
4,-7.5679538005758875,0,-4.6980515589636065,1,28,0,1,-1,0,5.308267697401205,97
3,-6.199464064089503,0,-3.4125694778058655,4,2,0,15,-1,0,3.8501476017100584,97
4,-10.06469490801089,0,-4.6980515589636065,4,12,0,2,-4,1,10,97
1,-6.149818833600338,0,-5.879378567583063,4,4,0,2,-1,0,4.976733742420574,97
4,-3.4125694778058655,0,-5.181892985424519,4,2,0,2,-3,1,3.8501476017100584,97
4,-5.181892985424519,0,-7.556257760812696,4,7,0,0,-3,0,5.82600010738045,97
4,-7.556257760812696,0,-10.401167144632103,4,11,0,0,-3,0,5.82600010738045,97
4,-6.542544915931073,0,-9.445655699604668,4,19,0,2,-3,1,1.9416996165189697,97
4,-6.149818833600338,0,-5.181892985424519,3,9,0,1,-1,0,1.766441661243765,37
4,-6.649312891356779,0,-3.4125694778058655,3,6,0,5,-3,1,10,37
4,-8.181963660577109,0,-4.6980515589636065,4,9,0,1,-3,1,10,37
4,-8.181963660577109,0,-3.4125694778058655,4,9,0,5,-16,1,3.8501476017100584,37
4,-6.649312891356779,0,-7.090624131238079,3,30,0,1,-3,1,3.8501476017100584,57
4,-6.199464064089503,0,-8.514097495599724,4,5,0,2,-1,0,0.9207918647549467,57
4,-8.181963660577109,0,-8.427086118610093,4,16,0,1,-3,1,0.9382696385929302,57
4,-8.514097495599724,0,-3.4125694778058655,4,8,0,11,-3,1,3.8501476017100584,57
4,-9.120233299170039,0,-7.899731192892893,4,8,0,3,-3,1,5.236441962829949,98
4,-9.120233299170039,0,-7.190323491461167,4,8,0,28,-15,1,5.236441962829949,98
3,-7.3954845402249445,0,-9.525698407278204,4,14,0,8,-3,1,1.7707060600302227,98
1,-6.649312891356779,0,-6.415893677464364,1,1,0,1,-3,1,5.236441962829949,124
1,-6.649312891356779,0,-3.4125694778058655,4,1,0,2,-21,0,3.8501476017100584,124
